City,Latitude,Longitude
"Auburn city, Alabama",32.60101385,-85.51665708295118
"Birmingham city, Alabama",33.59985265,-86.63221556960227
"Dothan city, Alabama",31.221808250000002,-85.37800064140656
"Hoover city, Alabama",33.3871973,-86.80567999300487
"Huntsville city, Alabama",34.729847,-86.5859011
"Mobile city, Alabama",30.6893619,-88.0518965
"Montgomery city, Alabama",32.372562349999995,-86.30544414029366
"Tuscaloosa city, Alabama",33.1757082,-87.5331056
"Anchorage municipality, Alaska",61.2163129,-149.894852
"Avondale city, Arizona",33.4355977,-112.349602
"Buckeye city, Arizona",33.3703197,-112.583776
"Casas Adobes CDP, Arizona",32.340932,-111.010201
"Chandler city, Arizona",33.3062031,-111.8411851
"Flagstaff city, Arizona",35.238625799999994,-111.66325839519723
"Gilbert town, Arizona",33.3527632,-111.789037
"Glendale city, Arizona",33.5386858,-112.185994
"Goodyear city, Arizona",33.4073522,-112.3934809
"Maricopa city, Arizona",33.032167,-111.966842
"Mesa city, Arizona",33.4151005,-111.831455
"Peoria city, Arizona",33.5806115,-112.237294
"Phoenix city, Arizona",33.4484367,-112.074141
"Queen Creek town, Arizona",33.2669244,-111.64431265627806
"San Tan Valley CDP, Arizona",33.177898,-111.543353
"Scottsdale city, Arizona",33.4942189,-111.926018
"Surprise city, Arizona",33.629247,-112.3681428
"Tempe city, Arizona",33.4255117,-111.9400164
"Tucson city, Arizona",32.222622,-110.97477386698353
"Yuma city, Arizona",33.4351375,-112.0751188
"Conway city, Arkansas",35.0893262,-92.439956
"Fayetteville city, Arkansas",36.0616665,-94.16113896362981
"Fort Smith city, Arkansas",35.384996349999994,-94.42530488055675
"Jonesboro city, Arkansas",35.8386857,-90.7073347
"Little Rock city, Arkansas",34.7492587,-92.2754277
"Rogers city, Arkansas",36.3347994,-94.1193531
"Springdale city, Arkansas",36.186911249999994,-94.12920199533548
"Alameda city, California",37.7664611,-122.24349585403431
"Alhambra city, California",34.0925094,-118.1272924
"Anaheim city, California",33.803204,-117.88568940769623
"Antioch city, California",38.01631,-121.815234
"Apple Valley town, California",33.904043,-116.48276
"Arden-Arcade CDP, California",38.602265,-121.381746
"Bakersfield city, California",35.34682555,-119.03545398252858
"Baldwin Park city, California",34.88697,-117.030899
"Bellflower city, California",33.883545299999994,-118.12195877301458
"Berkeley city, California",37.866185900000005,-122.28527282333675
"Brentwood city, California",34.0521403,-118.4740699
"Buena Park city, California",34.1387383,-118.3886401
"Burbank city, California",34.1867044,-118.2828995
"Camarillo city, California",34.2228071,-119.0516609
"Carlsbad city, California",33.1647597,-117.3403158
"Carmichael CDP, California",38.635793,-121.323379
"Carson city, California",43.176977,-84.846395
"Castro Valley CDP, California",37.70371,-122.074774
"Chico city, California",39.7286094,-121.8380227
"Chino city, California",34.029319349999994,-117.68633499127239
"Chino Hills city, California",36.9883505,-121.974559
"Chula Vista city, California",38.112579,-122.241252
"Citrus Heights city, California",38.68258675,-121.29690834393745
"Clovis city, California",36.820162249999996,-119.63923814810065
"Compton city, California",33.9043727,-118.2421992
"Concord city, California",37.979147,-122.007725
"Corona city, California",33.85796995,-117.55390420153932
"Costa Mesa city, California",37.415706,-118.542393
"Daly City city, California",37.6904826,-122.47267
"Davis city, California",40.6389397,-93.8085217
"Downey city, California",33.9397381,-118.12893316717091
"Dublin city, California",37.7041487,-121.9175203
"East Los Angeles CDP, California",34.02963,-118.168648
"Eastvale city, California",33.976061900000005,-117.55253213041188
"El Cajon city, California",34.29889,-117.45644
"Elk Grove city, California",33.748864,-116.984832
"El Monte city, California",34.0745722,-118.0308389238582
"Escondido city, California",33.12441,-117.083793
"Fairfield city, California",38.273076,-122.041473
"Folsom city, California",38.676774,-121.152638
"Fontana city, California",34.1022332,-117.4353257
"Fremont city, California",37.51377,-121.944821
"Fresno city, California",36.884074350000006,-119.73649625129521
"Fullerton city, California",33.87078295,-117.92942000403399
"Garden Grove city, California",34.2052822,-118.5292518
"Glendale city, California",34.1538013,-118.2550389
"Hawthorne city, California",33.91853285,-118.35429657366072
"Hayward city, California",37.67089945,-122.0857705598822
"Hemet city, California",33.737811,-116.995579
"Hesperia city, California",34.4272152,-117.31674885808042
"Huntington Beach city, California",33.67703,-116.196782
"Indio city, California",33.745657050000005,-116.2150292
"Inglewood city, California",33.9651038,-118.33954431037299
"Irvine city, California",33.6705849,-117.7324939
"Jurupa Valley city, California",33.97508225,-117.47828243869208
"Lake Elsinore city, California",38.62029,-92.567502
"Lake Forest city, California",39.1525796,-120.1460738
"Lakewood city, California",33.846539,-118.112278
"Lancaster city, California",34.69893735,-118.14539514250148
"Livermore city, California",37.675237949999996,-121.755954866449
"Lodi city, California",38.1345842,-121.27598907762918
"Long Beach city, California",33.913956,-116.482107
"Los Angeles city, California",34.24639,-116.832905
"Lynwood city, California",33.9269596,-118.1970152
"Madera city, California",36.964948,-120.076345
"Manteca city, California",37.80156785,-121.23564403206112
"Menifee city, California",33.71284085,-117.19174222799816
"Merced city, California",37.307352949999995,-120.48219712518139
"Milpitas city, California",37.4235297,-121.9253759
"Mission Viejo city, California",34.131786,-116.079212
"Modesto city, California",37.7000705,-121.0230916
"Moreno Valley city, California",32.697978,-115.484798
"Mountain View city, California",37.6981086,-122.4558458
"Murrieta city, California",33.560037699999995,-117.2104220130407
"Napa city, California",38.308983049999995,-122.28760217730382
"Newport Beach city, California",33.676312,-116.19429
"Norwalk city, California",33.9155697,-118.0720107
"Oakland city, California",37.8034958,-122.271692
"Oceanside city, California",33.1953141,-117.3853169
"Ontario city, California",34.06550645,-117.64817965
"Orange city, California",28.9488761,-81.2986741
"Oxnard city, California",34.195054,-119.180285
"Palmdale city, California",34.5791566,-118.1161835
"Palo Alto city, California",37.904037,-122.527867
"Pasadena city, California",34.163831,-118.15674553889411
"Perris city, California",33.7875193,-117.2278144
"Pittsburg city, California",38.01995264999999,-121.89159111301899
"Pleasanton city, California",37.669437,-121.885889
"Pomona city, California",34.0546164,-117.7511326
"Rancho Cordova city, California",35.158973,-115.173552
"Rancho Cucamonga city, California",34.102291300000005,-117.54795804853927
"Redding city, California",40.57313875,-122.38167377675437
"Redlands city, California",34.0653727,-117.20921518389369
"Redondo Beach city, California",33.686949,-116.190992
"Redwood City city, California",37.4863239,-122.232523
"Rialto city, California",34.07869555,-117.36810710058387
"Richmond city, California",6.0562552,80.2214601
"Riverside city, California",33.949274,-117.36368
"Rocklin city, California",38.8093779,-121.21381736752176
"Roseville city, California",38.74833965,-121.28393826953817
"Sacramento city, California",38.540966499999996,-121.4884709227681
"Salinas city, California",34.23255445,-118.62719904185333
"San Bernardino city, California",34.0054691,-117.0431797
"San Buenaventura (Ventura) city, California",34.2783355,-119.293174
"San Diego city, California",32.8636997,-117.211625
"San Francisco city, California",37.798745600000004,-122.46458892410745
"San Jose city, California",34.825117,-114.598742
"San Leandro city, California",37.7299769,-122.469346
"San Marcos city, California",34.825117,-114.598742
"San Mateo city, California",37.7082421,-122.4590837
"San Ramon city, California",38.1225006,-122.6041442
"Santa Ana city, California",34.830556,-114.610411
"Santa Barbara city, California",37.5918371,-122.0679182
"Santa Clara city, California",37.356651,-121.961118
"Santa Clarita city, California",34.4126598,-118.5537781159743
"Santa Maria city, California",37.299443,-121.957248
"Santa Monica city, California",34.0277713,-118.4527348
"Santa Rosa city, California",35.134635,-117.980756
"Simi Valley city, California",33.857356,-117.963082
"South Gate city, California",37.76972225,-122.46979495263878
"Stockton city, California",37.945186,-121.284615
"Sunnyvale city, California",37.428385,-122.02527581691044
"Temecula city, California",33.50315,-117.124007
"Thousand Oaks city, California",35.121707,-120.592513
"Torrance city, California",33.832402,-118.341001
"Tracy city, California",37.7385335,-121.4199815
"Tulare city, California",36.206914,-119.34271976671145
"Turlock city, California",34.269162800000004,-118.60374460462378
"Tustin city, California",33.7432966,-117.819484
"Union City city, California",34.529078,-117.298461
"Upland city, California",34.099336699999995,-117.65037138842862
"Vacaville city, California",38.3512866,-121.99444523554615
"Vallejo city, California",38.124663,-122.228542
"Victorville city, California",34.51130155,-117.32271703329296
"Visalia city, California",36.3288395,-119.2992811
"Vista city, California",37.317741,-121.91936129069929
"Walnut Creek city, California",37.30333,-121.842367
"West Covina city, California",34.1059914,-117.8791434
"Westminster city, California",33.7577942,-117.9858931
"Whittier city, California",33.9749185,-118.03376265091143
"Yorba Linda city, California",39.126561,-121.538446
"Yuba City city, California",39.1404477,-121.6169108
"Arvada city, Colorado",39.8027778,-105.0880556
"Aurora city, Colorado",39.63304355,-104.69988668347347
